File Name,Actor ID,Sex,Sentence Code,Sentence,Emotion,Intensity,Duration (s)
1002_IEO_HAP_MD.wav,1002,Female,IEO,It's eleven o'clock.,Happy,MD,2.27
1002_IEO_NEU_XX.wav,1002,Female,IEO,It's eleven o'clock.,Neutral,Unspecified,2.57
1002_IEO_SAD_HI.wav,1002,Female,IEO,It's eleven o'clock.,Sad,HI,2.74
1002_IEO_SAD_LO.wav,1002,Female,IEO,It's eleven o'clock.,Sad,LO,2.27
1002_IEO_SAD_MD.wav,1002,Female,IEO,It's eleven o'clock.,Sad,MD,2.37
1002_IOM_ANG_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.84
1002_IOM_DIS_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Disgust,Unspecified,2.77
1002_IOM_FEA_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.6
1002_IOM_HAP_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.34
1002_IOM_NEU_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Neutral,Unspecified,2.34
1002_IOM_SAD_XX.wav,1002,Female,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.67
1002_ITH_ANG_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Angry,Unspecified,2.94
1002_ITH_DIS_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,3.8
1002_ITH_FEA_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Fear,Unspecified,3.5
1002_ITH_HAP_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Happy,Unspecified,2.77
1002_ITH_NEU_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,2.5
1002_ITH_SAD_XX.wav,1002,Female,ITH,I think I have a doctor's appointment.,Sad,Unspecified,2.74
1002_ITS_ANG_XX.wav,1002,Female,ITS,I think I have seen this before,Angry,Unspecified,2.7
1002_ITS_DIS_XX.wav,1002,Female,ITS,I think I have seen this before,Disgust,Unspecified,2.84
1002_ITS_FEA_XX.wav,1002,Female,ITS,I think I have seen this before,Fear,Unspecified,2.47
1002_ITS_HAP_XX.wav,1002,Female,ITS,I think I have seen this before,Happy,Unspecified,2.44
1002_ITS_NEU_XX.wav,1002,Female,ITS,I think I have seen this before,Neutral,Unspecified,2.34
1002_ITS_SAD_XX.wav,1002,Female,ITS,I think I have seen this before,Sad,Unspecified,2.64
1002_IWL_ANG_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Angry,Unspecified,2.6
1002_IWL_DIS_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Disgust,Unspecified,3.1
1002_IWL_FEA_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Fear,Unspecified,3.24
1002_IWL_HAP_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Happy,Unspecified,2.87
1002_IWL_NEU_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.64
1002_IWL_SAD_XX.wav,1002,Female,IWL,I would like a new alarm clock.,Sad,Unspecified,2.7
1002_IWW_ANG_XX.wav,1002,Female,IWW,I wonder what this is about.,Angry,Unspecified,2.4
1002_IWW_DIS_XX.wav,1002,Female,IWW,I wonder what this is about.,Disgust,Unspecified,3.1
1002_IWW_FEA_XX.wav,1002,Female,IWW,I wonder what this is about.,Fear,Unspecified,2.6
1002_IWW_HAP_XX.wav,1002,Female,IWW,I wonder what this is about.,Happy,Unspecified,2.47
1002_IWW_NEU_XX.wav,1002,Female,IWW,I wonder what this is about.,Neutral,Unspecified,2.5
1002_IWW_SAD_XX.wav,1002,Female,IWW,I wonder what this is about.,Sad,Unspecified,2.37
1002_MTI_ANG_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.74
1002_MTI_DIS_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,3.64
1002_MTI_FEA_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,2.94
1002_MTI_HAP_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.67
1002_MTI_NEU_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,2.87
1002_MTI_SAD_XX.wav,1002,Female,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.7
1002_TAI_ANG_XX.wav,1002,Female,TAI,The airplane is almost full.,Angry,Unspecified,2.5
1002_TAI_DIS_XX.wav,1002,Female,TAI,The airplane is almost full.,Disgust,Unspecified,3.2
1002_TAI_FEA_XX.wav,1002,Female,TAI,The airplane is almost full.,Fear,Unspecified,2.77
1002_TAI_HAP_XX.wav,1002,Female,TAI,The airplane is almost full.,Happy,Unspecified,2.54
1002_TAI_NEU_XX.wav,1002,Female,TAI,The airplane is almost full.,Neutral,Unspecified,2.64
1002_TAI_SAD_XX.wav,1002,Female,TAI,The airplane is almost full.,Sad,Unspecified,2.77
1002_TIE_ANG_XX.wav,1002,Female,TIE,That is exactly what happened.,Angry,Unspecified,2.54
1002_TIE_DIS_XX.wav,1002,Female,TIE,That is exactly what happened.,Disgust,Unspecified,3.6
1002_TIE_FEA_XX.wav,1002,Female,TIE,That is exactly what happened.,Fear,Unspecified,3.14
1002_TIE_HAP_XX.wav,1002,Female,TIE,That is exactly what happened.,Happy,Unspecified,2.4
1002_TIE_SAD_XX.wav,1002,Female,TIE,That is exactly what happened.,Sad,Unspecified,3.14
1002_TSI_ANG_XX.wav,1002,Female,TSI,The surface is slick.,Angry,Unspecified,2.44
1002_TSI_DIS_XX.wav,1002,Female,TSI,The surface is slick.,Disgust,Unspecified,2.77
1002_TSI_FEA_XX.wav,1002,Female,TSI,The surface is slick.,Fear,Unspecified,2.34
1002_TSI_HAP_XX.wav,1002,Female,TSI,The surface is slick.,Happy,Unspecified,2.04
1002_TSI_NEU_XX.wav,1002,Female,TSI,The surface is slick.,Neutral,Unspecified,2.37
1002_TSI_SAD_XX.wav,1002,Female,TSI,The surface is slick.,Sad,Unspecified,2.4
1002_WSI_ANG_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.6
1002_WSI_DIS_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.44
1002_WSI_FEA_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.5
1002_WSI_HAP_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.77
1002_WSI_NEU_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.44
1002_WSI_SAD_XX.wav,1002,Female,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.74
1003_DFA_ANG_XX.wav,1003,Female,DFA,Don't forget a jacket.,Angry,Unspecified,3.14
1003_DFA_DIS_XX.wav,1003,Female,DFA,Don't forget a jacket.,Disgust,Unspecified,3.24
1003_DFA_FEA_XX.wav,1003,Female,DFA,Don't forget a jacket.,Fear,Unspecified,3.07
1003_DFA_HAP_XX.wav,1003,Female,DFA,Don't forget a jacket.,Happy,Unspecified,3.27
1003_DFA_NEU_XX.wav,1003,Female,DFA,Don't forget a jacket.,Neutral,Unspecified,3.24
1003_DFA_SAD_XX.wav,1003,Female,DFA,Don't forget a jacket.,Sad,Unspecified,3.2
1003_IEO_ANG_HI.wav,1003,Female,IEO,It's eleven o'clock.,Angry,HI,2.57
1003_IEO_ANG_LO.wav,1003,Female,IEO,It's eleven o'clock.,Angry,LO,2.28
1003_IEO_ANG_MD.wav,1003,Female,IEO,It's eleven o'clock.,Angry,MD,2.57
1003_IEO_DIS_HI.wav,1003,Female,IEO,It's eleven o'clock.,Disgust,HI,3.17
1003_IEO_DIS_LO.wav,1003,Female,IEO,It's eleven o'clock.,Disgust,LO,2.0
1003_IEO_DIS_MD.wav,1003,Female,IEO,It's eleven o'clock.,Disgust,MD,2.07
1003_IEO_FEA_HI.wav,1003,Female,IEO,It's eleven o'clock.,Fear,HI,2.77
1003_IEO_FEA_LO.wav,1003,Female,IEO,It's eleven o'clock.,Fear,LO,2.57
1003_IEO_FEA_MD.wav,1003,Female,IEO,It's eleven o'clock.,Fear,MD,2.5
1003_IEO_HAP_HI.wav,1003,Female,IEO,It's eleven o'clock.,Happy,HI,2.2
1003_IEO_HAP_LO.wav,1003,Female,IEO,It's eleven o'clock.,Happy,LO,2.37
1003_IEO_HAP_MD.wav,1003,Female,IEO,It's eleven o'clock.,Happy,MD,2.3
1003_IEO_NEU_XX.wav,1003,Female,IEO,It's eleven o'clock.,Neutral,Unspecified,2.27
1003_IEO_SAD_HI.wav,1003,Female,IEO,It's eleven o'clock.,Sad,HI,2.47
1003_IEO_SAD_LO.wav,1003,Female,IEO,It's eleven o'clock.,Sad,LO,2.5
1003_IEO_SAD_MD.wav,1003,Female,IEO,It's eleven o'clock.,Sad,MD,2.67
1003_IOM_ANG_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.74
1003_IOM_DIS_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Disgust,Unspecified,3.3
1003_IOM_FEA_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.67
1003_IOM_HAP_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.9
1003_IOM_NEU_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Neutral,Unspecified,3.2
1003_IOM_SAD_XX.wav,1003,Female,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.84
1003_ITH_ANG_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Angry,Unspecified,3.67
1003_ITH_DIS_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,4.04
1003_ITH_FEA_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Fear,Unspecified,3.54
1003_ITH_HAP_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Happy,Unspecified,3.14
1003_ITH_NEU_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,4.04
1003_ITH_SAD_XX.wav,1003,Female,ITH,I think I have a doctor's appointment.,Sad,Unspecified,3.64
1003_ITS_ANG_XX.wav,1003,Female,ITS,I think I have seen this before,Angry,Unspecified,3.74
1003_ITS_DIS_XX.wav,1003,Female,ITS,I think I have seen this before,Disgust,Unspecified,3.7
1003_ITS_FEA_XX.wav,1003,Female,ITS,I think I have seen this before,Fear,Unspecified,3.14
1003_ITS_HAP_XX.wav,1003,Female,ITS,I think I have seen this before,Happy,Unspecified,3.74
1003_ITS_NEU_XX.wav,1003,Female,ITS,I think I have seen this before,Neutral,Unspecified,3.74
1003_ITS_SAD_XX.wav,1003,Female,ITS,I think I have seen this before,Sad,Unspecified,3.5
1003_IWL_ANG_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Angry,Unspecified,3.54
1003_IWL_DIS_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Disgust,Unspecified,4.4
1003_IWL_FEA_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Fear,Unspecified,3.67
1003_IWL_HAP_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Happy,Unspecified,3.9
1003_IWL_NEU_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Neutral,Unspecified,3.94
1003_IWL_SAD_XX.wav,1003,Female,IWL,I would like a new alarm clock.,Sad,Unspecified,3.74
1003_IWW_ANG_XX.wav,1003,Female,IWW,I wonder what this is about.,Angry,Unspecified,3.4
1003_IWW_DIS_XX.wav,1003,Female,IWW,I wonder what this is about.,Disgust,Unspecified,3.1
1003_IWW_FEA_XX.wav,1003,Female,IWW,I wonder what this is about.,Fear,Unspecified,2.24
1003_IWW_HAP_XX.wav,1003,Female,IWW,I wonder what this is about.,Happy,Unspecified,3.5
1003_IWW_NEU_XX.wav,1003,Female,IWW,I wonder what this is about.,Neutral,Unspecified,2.9
1003_IWW_SAD_XX.wav,1003,Female,IWW,I wonder what this is about.,Sad,Unspecified,2.7
1003_MTI_ANG_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.24
1003_MTI_DIS_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,4.24
1003_MTI_FEA_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,3.2
1003_MTI_HAP_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,3.3
1003_MTI_NEU_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,3.74
1003_MTI_SAD_XX.wav,1003,Female,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,3.77
1003_TAI_ANG_XX.wav,1003,Female,TAI,The airplane is almost full.,Angry,Unspecified,2.87
1003_TAI_DIS_XX.wav,1003,Female,TAI,The airplane is almost full.,Disgust,Unspecified,3.2
1003_TAI_FEA_XX.wav,1003,Female,TAI,The airplane is almost full.,Fear,Unspecified,3.14
1003_TAI_HAP_XX.wav,1003,Female,TAI,The airplane is almost full.,Happy,Unspecified,3.14
1003_TAI_NEU_XX.wav,1003,Female,TAI,The airplane is almost full.,Neutral,Unspecified,3.67
1003_TAI_SAD_XX.wav,1003,Female,TAI,The airplane is almost full.,Sad,Unspecified,2.24
1003_TIE_ANG_XX.wav,1003,Female,TIE,That is exactly what happened.,Angry,Unspecified,3.17
1003_TIE_DIS_XX.wav,1003,Female,TIE,That is exactly what happened.,Disgust,Unspecified,4.27
1003_TIE_FEA_XX.wav,1003,Female,TIE,That is exactly what happened.,Fear,Unspecified,2.9
1003_TIE_HAP_XX.wav,1003,Female,TIE,That is exactly what happened.,Happy,Unspecified,3.27
1003_TIE_NEU_XX.wav,1003,Female,TIE,That is exactly what happened.,Neutral,Unspecified,2.54
1003_TIE_SAD_XX.wav,1003,Female,TIE,That is exactly what happened.,Sad,Unspecified,4.37
1003_TSI_ANG_XX.wav,1003,Female,TSI,The surface is slick.,Angry,Unspecified,3.97
1003_TSI_DIS_XX.wav,1003,Female,TSI,The surface is slick.,Disgust,Unspecified,3.6
1003_TSI_FEA_XX.wav,1003,Female,TSI,The surface is slick.,Fear,Unspecified,3.24
1003_TSI_HAP_XX.wav,1003,Female,TSI,The surface is slick.,Happy,Unspecified,3.37
1003_TSI_NEU_XX.wav,1003,Female,TSI,The surface is slick.,Neutral,Unspecified,3.44
1003_TSI_SAD_XX.wav,1003,Female,TSI,The surface is slick.,Sad,Unspecified,2.97
1003_WSI_ANG_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,3.54
1003_WSI_DIS_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.47
1003_WSI_FEA_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,3.3
1003_WSI_HAP_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,3.17
1003_WSI_NEU_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,3.44
1003_WSI_SAD_XX.wav,1003,Female,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,3.37
1004_DFA_ANG_XX.wav,1004,Female,DFA,Don't forget a jacket.,Angry,Unspecified,3.07
1004_DFA_DIS_XX.wav,1004,Female,DFA,Don't forget a jacket.,Disgust,Unspecified,2.9
1004_DFA_FEA_XX.wav,1004,Female,DFA,Don't forget a jacket.,Fear,Unspecified,3.04
1004_DFA_HAP_XX.wav,1004,Female,DFA,Don't forget a jacket.,Happy,Unspecified,2.74
1004_DFA_NEU_XX.wav,1004,Female,DFA,Don't forget a jacket.,Neutral,Unspecified,3.1
1004_DFA_SAD_XX.wav,1004,Female,DFA,Don't forget a jacket.,Sad,Unspecified,2.84
1004_IEO_ANG_HI.wav,1004,Female,IEO,It's eleven o'clock.,Angry,HI,4.0
1004_IEO_ANG_LO.wav,1004,Female,IEO,It's eleven o'clock.,Angry,LO,2.67
1004_IEO_ANG_MD.wav,1004,Female,IEO,It's eleven o'clock.,Angry,MD,2.9
1004_IEO_DIS_HI.wav,1004,Female,IEO,It's eleven o'clock.,Disgust,HI,4.84
1004_IEO_DIS_LO.wav,1004,Female,IEO,It's eleven o'clock.,Disgust,LO,2.44
1004_IEO_DIS_MD.wav,1004,Female,IEO,It's eleven o'clock.,Disgust,MD,3.64
1004_IEO_FEA_HI.wav,1004,Female,IEO,It's eleven o'clock.,Fear,HI,3.37
1004_IEO_FEA_LO.wav,1004,Female,IEO,It's eleven o'clock.,Fear,LO,3.44
1004_IEO_FEA_MD.wav,1004,Female,IEO,It's eleven o'clock.,Fear,MD,2.77
1004_IEO_HAP_HI.wav,1004,Female,IEO,It's eleven o'clock.,Happy,HI,2.94
1004_IEO_HAP_LO.wav,1004,Female,IEO,It's eleven o'clock.,Happy,LO,2.4
1004_IEO_HAP_MD.wav,1004,Female,IEO,It's eleven o'clock.,Happy,MD,3.04
1004_IEO_NEU_XX.wav,1004,Female,IEO,It's eleven o'clock.,Neutral,Unspecified,2.34
1004_IEO_SAD_HI.wav,1004,Female,IEO,It's eleven o'clock.,Sad,HI,5.0
1004_IEO_SAD_LO.wav,1004,Female,IEO,It's eleven o'clock.,Sad,LO,2.84
1004_IEO_SAD_MD.wav,1004,Female,IEO,It's eleven o'clock.,Sad,MD,4.04
