File Name,Actor ID,Sentence Code,Sentence,Emotion,Intensity,Duration (s),Duration
1001_IOM_FEA_XX.wav,1001,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.84,2.836
1001_IOM_HAP_XX.wav,1001,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.0,2.002
1001_IOM_NEU_XX.wav,1001,IOM,I'm on my way to the meeting.,Neutral,Unspecified,2.47,2.469
1001_IOM_SAD_XX.wav,1001,IOM,I'm on my way to the meeting.,Sad,Unspecified,1.94,1.935
1001_ITH_ANG_XX.wav,1001,ITH,I think I have a doctor's appointment.,Angry,Unspecified,2.37,2.369
1001_ITH_DIS_XX.wav,1001,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,2.17,2.169
1001_ITH_FEA_XX.wav,1001,ITH,I think I have a doctor's appointment.,Fear,Unspecified,2.1,2.102
1001_ITH_HAP_XX.wav,1001,ITH,I think I have a doctor's appointment.,Happy,Unspecified,2.47,2.469
1001_ITH_NEU_XX.wav,1001,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,2.6,2.603
1001_ITH_SAD_XX.wav,1001,ITH,I think I have a doctor's appointment.,Sad,Unspecified,2.37,2.369
1001_ITS_ANG_XX.wav,1001,ITS,I think I have seen this before,Angry,Unspecified,2.57,2.569
1001_ITS_DIS_XX.wav,1001,ITS,I think I have seen this before,Disgust,Unspecified,2.2,2.202
1001_ITS_FEA_XX.wav,1001,ITS,I think I have seen this before,Fear,Unspecified,2.14,2.135
1001_ITS_HAP_XX.wav,1001,ITS,I think I have seen this before,Happy,Unspecified,2.2,2.202
1001_ITS_NEU_XX.wav,1001,ITS,I think I have seen this before,Neutral,Unspecified,2.44,2.436
1001_ITS_SAD_XX.wav,1001,ITS,I think I have seen this before,Sad,Unspecified,2.67,2.669
1001_IWL_ANG_XX.wav,1001,IWL,I would like a new alarm clock.,Angry,Unspecified,3.17,3.17
1001_IWL_DIS_XX.wav,1001,IWL,I would like a new alarm clock.,Disgust,Unspecified,2.57,2.569
1001_IWL_FEA_XX.wav,1001,IWL,I would like a new alarm clock.,Fear,Unspecified,2.37,2.369
1001_IWL_HAP_XX.wav,1001,IWL,I would like a new alarm clock.,Happy,Unspecified,2.1,2.102
1001_IWL_NEU_XX.wav,1001,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.84,2.836
1001_IWL_SAD_XX.wav,1001,IWL,I would like a new alarm clock.,Sad,Unspecified,2.84,2.836
1001_IWW_ANG_XX.wav,1001,IWW,I wonder what this is about.,Angry,Unspecified,2.28,2.276
1001_IWW_DIS_XX.wav,1001,IWW,I wonder what this is about.,Disgust,Unspecified,2.07,2.069
1001_IWW_FEA_XX.wav,1001,IWW,I wonder what this is about.,Fear,Unspecified,2.2,2.202
1001_IWW_HAP_XX.wav,1001,IWW,I wonder what this is about.,Happy,Unspecified,1.97,1.969
1001_IWW_NEU_XX.wav,1001,IWW,I wonder what this is about.,Neutral,Unspecified,2.27,2.269
1001_IWW_SAD_XX.wav,1001,IWW,I wonder what this is about.,Sad,Unspecified,2.04,2.035
1001_MTI_ANG_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,3.0,3.003
1001_MTI_DIS_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,2.94,2.936
1001_MTI_FEA_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,2.37,2.369
1001_MTI_HAP_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.37,2.369
1001_MTI_NEU_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,2.3,2.302
1001_MTI_SAD_XX.wav,1001,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.3,2.302
1001_TAI_ANG_XX.wav,1001,TAI,The airplane is almost full.,Angry,Unspecified,2.34,2.336
1001_TAI_DIS_XX.wav,1001,TAI,The airplane is almost full.,Disgust,Unspecified,2.74,2.736
1001_TAI_FEA_XX.wav,1001,TAI,The airplane is almost full.,Fear,Unspecified,2.4,2.402
1001_TAI_HAP_XX.wav,1001,TAI,The airplane is almost full.,Happy,Unspecified,2.5,2.502
1001_TAI_NEU_XX.wav,1001,TAI,The airplane is almost full.,Neutral,Unspecified,2.57,2.569
1001_TAI_SAD_XX.wav,1001,TAI,The airplane is almost full.,Sad,Unspecified,2.8,2.803
1001_TIE_ANG_XX.wav,1001,TIE,That is exactly what happened.,Angry,Unspecified,3.1,3.103
1001_TIE_DIS_XX.wav,1001,TIE,That is exactly what happened.,Disgust,Unspecified,2.2,2.202
1001_TIE_FEA_XX.wav,1001,TIE,That is exactly what happened.,Fear,Unspecified,2.24,2.236
1001_TIE_HAP_XX.wav,1001,TIE,That is exactly what happened.,Happy,Unspecified,2.3,2.302
1001_TIE_NEU_XX.wav,1001,TIE,That is exactly what happened.,Neutral,Unspecified,2.54,2.536
1001_TIE_SAD_XX.wav,1001,TIE,That is exactly what happened.,Sad,Unspecified,3.04,3.036
1001_TSI_ANG_XX.wav,1001,TSI,The surface is slick.,Angry,Unspecified,2.5,2.502
1001_TSI_DIS_XX.wav,1001,TSI,The surface is slick.,Disgust,Unspecified,2.17,2.169
1001_TSI_FEA_XX.wav,1001,TSI,The surface is slick.,Fear,Unspecified,1.9,1.902
1001_TSI_HAP_XX.wav,1001,TSI,The surface is slick.,Happy,Unspecified,2.17,2.169
1001_TSI_NEU_XX.wav,1001,TSI,The surface is slick.,Neutral,Unspecified,2.44,2.436
1001_TSI_SAD_XX.wav,1001,TSI,The surface is slick.,Sad,Unspecified,2.5,2.502
1001_WSI_ANG_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.74,2.736
1001_WSI_DIS_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,2.67,2.669
1001_WSI_FEA_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.34,2.336
1001_WSI_HAP_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.28,2.276
1001_WSI_NEU_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.74,2.736
1001_WSI_SAD_XX.wav,1001,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.34,2.336
1002_DFA_ANG_XX.wav,1002,DFA,Don't forget a jacket.,Angry,Unspecified,2.57,2.569
1002_DFA_DIS_XX.wav,1002,DFA,Don't forget a jacket.,Disgust,Unspecified,2.54,2.536
1002_DFA_FEA_XX.wav,1002,DFA,Don't forget a jacket.,Fear,Unspecified,2.74,2.736
1002_DFA_HAP_XX.wav,1002,DFA,Don't forget a jacket.,Happy,Unspecified,2.2,2.202
1002_DFA_NEU_XX.wav,1002,DFA,Don't forget a jacket.,Neutral,Unspecified,2.5,2.502
1002_DFA_SAD_XX.wav,1002,DFA,Don't forget a jacket.,Sad,Unspecified,2.37,2.369
1002_IEO_ANG_HI.wav,1002,IEO,It's eleven o'clock.,Angry,HI,2.74,2.736
1002_IEO_ANG_LO.wav,1002,IEO,It's eleven o'clock.,Angry,LO,2.4,2.402
1002_IEO_ANG_MD.wav,1002,IEO,It's eleven o'clock.,Angry,MD,2.77,2.769
1002_IEO_DIS_HI.wav,1002,IEO,It's eleven o'clock.,Disgust,HI,3.0,3.003
1002_IEO_DIS_LO.wav,1002,IEO,It's eleven o'clock.,Disgust,LO,2.87,2.87
1002_IEO_DIS_MD.wav,1002,IEO,It's eleven o'clock.,Disgust,MD,2.6,2.603
1002_IEO_FEA_HI.wav,1002,IEO,It's eleven o'clock.,Fear,HI,3.2,3.203
1002_IEO_FEA_LO.wav,1002,IEO,It's eleven o'clock.,Fear,LO,2.6,2.603
1002_IEO_FEA_MD.wav,1002,IEO,It's eleven o'clock.,Fear,MD,1.94,1.935
1002_IEO_HAP_HI.wav,1002,IEO,It's eleven o'clock.,Happy,HI,2.5,2.502
1002_IEO_HAP_LO.wav,1002,IEO,It's eleven o'clock.,Happy,LO,2.84,2.836
1002_IEO_HAP_MD.wav,1002,IEO,It's eleven o'clock.,Happy,MD,2.27,2.269
1002_IEO_NEU_XX.wav,1002,IEO,It's eleven o'clock.,Neutral,Unspecified,2.57,2.569
1002_IEO_SAD_HI.wav,1002,IEO,It's eleven o'clock.,Sad,HI,2.74,2.736
1002_IEO_SAD_LO.wav,1002,IEO,It's eleven o'clock.,Sad,LO,2.27,2.269
1002_IEO_SAD_MD.wav,1002,IEO,It's eleven o'clock.,Sad,MD,2.37,2.369
1002_IOM_ANG_XX.wav,1002,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.84,2.836
1002_IOM_DIS_XX.wav,1002,IOM,I'm on my way to the meeting.,Disgust,Unspecified,2.77,2.769
1002_IOM_FEA_XX.wav,1002,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.6,2.603
1002_IOM_HAP_XX.wav,1002,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.34,2.336
1002_IOM_NEU_XX.wav,1002,IOM,I'm on my way to the meeting.,Neutral,Unspecified,2.34,2.336
1002_IOM_SAD_XX.wav,1002,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.67,2.669
1002_ITH_ANG_XX.wav,1002,ITH,I think I have a doctor's appointment.,Angry,Unspecified,2.94,2.936
1002_ITH_DIS_XX.wav,1002,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,3.8,3.804
1002_ITH_FEA_XX.wav,1002,ITH,I think I have a doctor's appointment.,Fear,Unspecified,3.5,3.504
1002_ITH_HAP_XX.wav,1002,ITH,I think I have a doctor's appointment.,Happy,Unspecified,2.77,2.769
1002_ITH_NEU_XX.wav,1002,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,2.5,2.502
1002_ITH_SAD_XX.wav,1002,ITH,I think I have a doctor's appointment.,Sad,Unspecified,2.74,2.736
1002_ITS_ANG_XX.wav,1002,ITS,I think I have seen this before,Angry,Unspecified,2.7,2.703
1002_ITS_DIS_XX.wav,1002,ITS,I think I have seen this before,Disgust,Unspecified,2.84,2.836
1002_ITS_FEA_XX.wav,1002,ITS,I think I have seen this before,Fear,Unspecified,2.47,2.469
1002_ITS_HAP_XX.wav,1002,ITS,I think I have seen this before,Happy,Unspecified,2.44,2.436
1002_ITS_NEU_XX.wav,1002,ITS,I think I have seen this before,Neutral,Unspecified,2.34,2.336
1002_ITS_SAD_XX.wav,1002,ITS,I think I have seen this before,Sad,Unspecified,2.64,2.636
1002_IWL_ANG_XX.wav,1002,IWL,I would like a new alarm clock.,Angry,Unspecified,2.6,2.603
1002_IWL_DIS_XX.wav,1002,IWL,I would like a new alarm clock.,Disgust,Unspecified,3.1,3.103
1002_IWL_FEA_XX.wav,1002,IWL,I would like a new alarm clock.,Fear,Unspecified,3.24,3.237
1002_IWL_HAP_XX.wav,1002,IWL,I would like a new alarm clock.,Happy,Unspecified,2.87,2.87
1002_IWL_NEU_XX.wav,1002,IWL,I would like a new alarm clock.,Neutral,Unspecified,2.64,2.636
1002_IWL_SAD_XX.wav,1002,IWL,I would like a new alarm clock.,Sad,Unspecified,2.7,2.703
1002_IWW_ANG_XX.wav,1002,IWW,I wonder what this is about.,Angry,Unspecified,2.4,2.402
1002_IWW_DIS_XX.wav,1002,IWW,I wonder what this is about.,Disgust,Unspecified,3.1,3.103
1002_IWW_FEA_XX.wav,1002,IWW,I wonder what this is about.,Fear,Unspecified,2.6,2.603
1002_IWW_HAP_XX.wav,1002,IWW,I wonder what this is about.,Happy,Unspecified,2.47,2.469
1002_IWW_NEU_XX.wav,1002,IWW,I wonder what this is about.,Neutral,Unspecified,2.5,2.502
1002_IWW_SAD_XX.wav,1002,IWW,I wonder what this is about.,Sad,Unspecified,2.37,2.369
1002_MTI_ANG_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.74,2.736
1002_MTI_DIS_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,3.64,3.637
1002_MTI_FEA_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,2.94,2.936
1002_MTI_HAP_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,2.67,2.669
1002_MTI_NEU_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,2.87,2.87
1002_MTI_SAD_XX.wav,1002,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,2.7,2.703
1002_TAI_ANG_XX.wav,1002,TAI,The airplane is almost full.,Angry,Unspecified,2.5,2.502
1002_TAI_DIS_XX.wav,1002,TAI,The airplane is almost full.,Disgust,Unspecified,3.2,3.203
1002_TAI_FEA_XX.wav,1002,TAI,The airplane is almost full.,Fear,Unspecified,2.77,2.769
1002_TAI_HAP_XX.wav,1002,TAI,The airplane is almost full.,Happy,Unspecified,2.54,2.536
1002_TAI_NEU_XX.wav,1002,TAI,The airplane is almost full.,Neutral,Unspecified,2.64,2.636
1002_TAI_SAD_XX.wav,1002,TAI,The airplane is almost full.,Sad,Unspecified,2.77,2.769
1002_TIE_ANG_XX.wav,1002,TIE,That is exactly what happened.,Angry,Unspecified,2.54,2.536
1002_TIE_DIS_XX.wav,1002,TIE,That is exactly what happened.,Disgust,Unspecified,3.6,3.604
1002_TIE_FEA_XX.wav,1002,TIE,That is exactly what happened.,Fear,Unspecified,3.14,3.136
1002_TIE_HAP_XX.wav,1002,TIE,That is exactly what happened.,Happy,Unspecified,2.4,2.402
1002_TIE_SAD_XX.wav,1002,TIE,That is exactly what happened.,Sad,Unspecified,3.14,3.136
1002_TSI_ANG_XX.wav,1002,TSI,The surface is slick.,Angry,Unspecified,2.44,2.436
1002_TSI_DIS_XX.wav,1002,TSI,The surface is slick.,Disgust,Unspecified,2.77,2.769
1002_TSI_FEA_XX.wav,1002,TSI,The surface is slick.,Fear,Unspecified,2.34,2.336
1002_TSI_HAP_XX.wav,1002,TSI,The surface is slick.,Happy,Unspecified,2.04,2.035
1002_TSI_NEU_XX.wav,1002,TSI,The surface is slick.,Neutral,Unspecified,2.37,2.369
1002_TSI_SAD_XX.wav,1002,TSI,The surface is slick.,Sad,Unspecified,2.4,2.402
1002_WSI_ANG_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,2.6,2.603
1002_WSI_DIS_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.44,3.437
1002_WSI_FEA_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,2.5,2.502
1002_WSI_HAP_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,2.77,2.769
1002_WSI_NEU_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,2.44,2.436
1002_WSI_SAD_XX.wav,1002,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,2.74,2.736
1003_DFA_ANG_XX.wav,1003,DFA,Don't forget a jacket.,Angry,Unspecified,3.14,3.136
1003_DFA_DIS_XX.wav,1003,DFA,Don't forget a jacket.,Disgust,Unspecified,3.24,3.237
1003_DFA_FEA_XX.wav,1003,DFA,Don't forget a jacket.,Fear,Unspecified,3.07,3.07
1003_DFA_HAP_XX.wav,1003,DFA,Don't forget a jacket.,Happy,Unspecified,3.27,3.27
1003_DFA_NEU_XX.wav,1003,DFA,Don't forget a jacket.,Neutral,Unspecified,3.24,3.237
1003_DFA_SAD_XX.wav,1003,DFA,Don't forget a jacket.,Sad,Unspecified,3.2,3.203
1003_IEO_ANG_HI.wav,1003,IEO,It's eleven o'clock.,Angry,HI,2.57,2.569
1003_IEO_ANG_LO.wav,1003,IEO,It's eleven o'clock.,Angry,LO,2.28,2.276
1003_IEO_ANG_MD.wav,1003,IEO,It's eleven o'clock.,Angry,MD,2.57,2.569
1003_IEO_DIS_HI.wav,1003,IEO,It's eleven o'clock.,Disgust,HI,3.17,3.17
1003_IEO_DIS_LO.wav,1003,IEO,It's eleven o'clock.,Disgust,LO,2.0,2.002
1003_IEO_DIS_MD.wav,1003,IEO,It's eleven o'clock.,Disgust,MD,2.07,2.069
1003_IEO_FEA_HI.wav,1003,IEO,It's eleven o'clock.,Fear,HI,2.77,2.769
1003_IEO_FEA_LO.wav,1003,IEO,It's eleven o'clock.,Fear,LO,2.57,2.569
1003_IEO_FEA_MD.wav,1003,IEO,It's eleven o'clock.,Fear,MD,2.5,2.502
1003_IEO_HAP_HI.wav,1003,IEO,It's eleven o'clock.,Happy,HI,2.2,2.202
1003_IEO_HAP_LO.wav,1003,IEO,It's eleven o'clock.,Happy,LO,2.37,2.369
1003_IEO_HAP_MD.wav,1003,IEO,It's eleven o'clock.,Happy,MD,2.3,2.302
1003_IEO_NEU_XX.wav,1003,IEO,It's eleven o'clock.,Neutral,Unspecified,2.27,2.269
1003_IEO_SAD_HI.wav,1003,IEO,It's eleven o'clock.,Sad,HI,2.47,2.469
1003_IEO_SAD_LO.wav,1003,IEO,It's eleven o'clock.,Sad,LO,2.5,2.502
1003_IEO_SAD_MD.wav,1003,IEO,It's eleven o'clock.,Sad,MD,2.67,2.669
1003_IOM_ANG_XX.wav,1003,IOM,I'm on my way to the meeting.,Angry,Unspecified,2.74,2.736
1003_IOM_DIS_XX.wav,1003,IOM,I'm on my way to the meeting.,Disgust,Unspecified,3.3,3.303
1003_IOM_FEA_XX.wav,1003,IOM,I'm on my way to the meeting.,Fear,Unspecified,2.67,2.669
1003_IOM_HAP_XX.wav,1003,IOM,I'm on my way to the meeting.,Happy,Unspecified,2.9,2.903
1003_IOM_NEU_XX.wav,1003,IOM,I'm on my way to the meeting.,Neutral,Unspecified,3.2,3.203
1003_IOM_SAD_XX.wav,1003,IOM,I'm on my way to the meeting.,Sad,Unspecified,2.84,2.836
1003_ITH_ANG_XX.wav,1003,ITH,I think I have a doctor's appointment.,Angry,Unspecified,3.67,3.67
1003_ITH_DIS_XX.wav,1003,ITH,I think I have a doctor's appointment.,Disgust,Unspecified,4.04,4.037
1003_ITH_FEA_XX.wav,1003,ITH,I think I have a doctor's appointment.,Fear,Unspecified,3.54,3.537
1003_ITH_HAP_XX.wav,1003,ITH,I think I have a doctor's appointment.,Happy,Unspecified,3.14,3.136
1003_ITH_NEU_XX.wav,1003,ITH,I think I have a doctor's appointment.,Neutral,Unspecified,4.04,4.037
1003_ITH_SAD_XX.wav,1003,ITH,I think I have a doctor's appointment.,Sad,Unspecified,3.64,3.637
1003_ITS_ANG_XX.wav,1003,ITS,I think I have seen this before,Angry,Unspecified,3.74,3.737
1003_ITS_DIS_XX.wav,1003,ITS,I think I have seen this before,Disgust,Unspecified,3.7,3.704
1003_ITS_FEA_XX.wav,1003,ITS,I think I have seen this before,Fear,Unspecified,3.14,3.136
1003_ITS_HAP_XX.wav,1003,ITS,I think I have seen this before,Happy,Unspecified,3.74,3.737
1003_ITS_NEU_XX.wav,1003,ITS,I think I have seen this before,Neutral,Unspecified,3.74,3.737
1003_ITS_SAD_XX.wav,1003,ITS,I think I have seen this before,Sad,Unspecified,3.5,3.504
1003_IWL_ANG_XX.wav,1003,IWL,I would like a new alarm clock.,Angry,Unspecified,3.54,3.537
1003_IWL_DIS_XX.wav,1003,IWL,I would like a new alarm clock.,Disgust,Unspecified,4.4,4.404
1003_IWL_FEA_XX.wav,1003,IWL,I would like a new alarm clock.,Fear,Unspecified,3.67,3.67
1003_IWL_HAP_XX.wav,1003,IWL,I would like a new alarm clock.,Happy,Unspecified,3.9,3.904
1003_IWL_NEU_XX.wav,1003,IWL,I would like a new alarm clock.,Neutral,Unspecified,3.94,3.937
1003_IWL_SAD_XX.wav,1003,IWL,I would like a new alarm clock.,Sad,Unspecified,3.74,3.737
1003_IWW_ANG_XX.wav,1003,IWW,I wonder what this is about.,Angry,Unspecified,3.4,3.403
1003_IWW_DIS_XX.wav,1003,IWW,I wonder what this is about.,Disgust,Unspecified,3.1,3.103
1003_IWW_FEA_XX.wav,1003,IWW,I wonder what this is about.,Fear,Unspecified,2.24,2.236
1003_IWW_HAP_XX.wav,1003,IWW,I wonder what this is about.,Happy,Unspecified,3.5,3.504
1003_IWW_NEU_XX.wav,1003,IWW,I wonder what this is about.,Neutral,Unspecified,2.9,2.903
1003_IWW_SAD_XX.wav,1003,IWW,I wonder what this is about.,Sad,Unspecified,2.7,2.703
1003_MTI_ANG_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Angry,Unspecified,2.24,2.236
1003_MTI_DIS_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Disgust,Unspecified,4.24,4.238
1003_MTI_FEA_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Fear,Unspecified,3.2,3.203
1003_MTI_HAP_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Happy,Unspecified,3.3,3.303
1003_MTI_NEU_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Neutral,Unspecified,3.74,3.737
1003_MTI_SAD_XX.wav,1003,MTI,Maybe tomorrow it will be cold.,Sad,Unspecified,3.77,3.77
1003_TAI_ANG_XX.wav,1003,TAI,The airplane is almost full.,Angry,Unspecified,2.87,2.87
1003_TAI_DIS_XX.wav,1003,TAI,The airplane is almost full.,Disgust,Unspecified,3.2,3.203
1003_TAI_FEA_XX.wav,1003,TAI,The airplane is almost full.,Fear,Unspecified,3.14,3.136
1003_TAI_HAP_XX.wav,1003,TAI,The airplane is almost full.,Happy,Unspecified,3.14,3.136
1003_TAI_NEU_XX.wav,1003,TAI,The airplane is almost full.,Neutral,Unspecified,3.67,3.67
1003_TAI_SAD_XX.wav,1003,TAI,The airplane is almost full.,Sad,Unspecified,2.24,2.236
1003_TIE_ANG_XX.wav,1003,TIE,That is exactly what happened.,Angry,Unspecified,3.17,3.17
1003_TIE_DIS_XX.wav,1003,TIE,That is exactly what happened.,Disgust,Unspecified,4.27,4.271
1003_TIE_FEA_XX.wav,1003,TIE,That is exactly what happened.,Fear,Unspecified,2.9,2.903
1003_TIE_HAP_XX.wav,1003,TIE,That is exactly what happened.,Happy,Unspecified,3.27,3.27
1003_TIE_NEU_XX.wav,1003,TIE,That is exactly what happened.,Neutral,Unspecified,2.54,2.536
1003_TIE_SAD_XX.wav,1003,TIE,That is exactly what happened.,Sad,Unspecified,4.37,4.371
1003_TSI_ANG_XX.wav,1003,TSI,The surface is slick.,Angry,Unspecified,3.97,3.971
1003_TSI_DIS_XX.wav,1003,TSI,The surface is slick.,Disgust,Unspecified,3.6,3.604
1003_TSI_FEA_XX.wav,1003,TSI,The surface is slick.,Fear,Unspecified,3.24,3.237
1003_TSI_HAP_XX.wav,1003,TSI,The surface is slick.,Happy,Unspecified,3.37,3.37
1003_TSI_NEU_XX.wav,1003,TSI,The surface is slick.,Neutral,Unspecified,3.44,3.437
1003_TSI_SAD_XX.wav,1003,TSI,The surface is slick.,Sad,Unspecified,2.97,2.97
1003_WSI_ANG_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Angry,Unspecified,3.54,3.537
1003_WSI_DIS_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Disgust,Unspecified,3.47,3.47
1003_WSI_FEA_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Fear,Unspecified,3.3,3.303
1003_WSI_HAP_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Happy,Unspecified,3.17,3.17
1003_WSI_NEU_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Neutral,Unspecified,3.44,3.437
1003_WSI_SAD_XX.wav,1003,WSI,We'll stop in a couple of minutes.,Sad,Unspecified,3.37,3.37
1004_DFA_ANG_XX.wav,1004,DFA,Don't forget a jacket.,Angry,Unspecified,3.07,3.07
1004_DFA_DIS_XX.wav,1004,DFA,Don't forget a jacket.,Disgust,Unspecified,2.9,2.903
1004_DFA_FEA_XX.wav,1004,DFA,Don't forget a jacket.,Fear,Unspecified,3.04,3.036
1004_DFA_HAP_XX.wav,1004,DFA,Don't forget a jacket.,Happy,Unspecified,2.74,2.736
1004_DFA_NEU_XX.wav,1004,DFA,Don't forget a jacket.,Neutral,Unspecified,3.1,3.103
1004_DFA_SAD_XX.wav,1004,DFA,Don't forget a jacket.,Sad,Unspecified,2.84,2.836
1004_IEO_ANG_HI.wav,1004,IEO,It's eleven o'clock.,Angry,HI,4.0,4.004
1004_IEO_ANG_LO.wav,1004,IEO,It's eleven o'clock.,Angry,LO,2.67,2.669
1004_IEO_ANG_MD.wav,1004,IEO,It's eleven o'clock.,Angry,MD,2.9,2.903
1004_IEO_DIS_HI.wav,1004,IEO,It's eleven o'clock.,Disgust,HI,4.84,4.838
1004_IEO_DIS_LO.wav,1004,IEO,It's eleven o'clock.,Disgust,LO,2.44,2.436
1004_IEO_DIS_MD.wav,1004,IEO,It's eleven o'clock.,Disgust,MD,3.64,3.637
1004_IEO_FEA_HI.wav,1004,IEO,It's eleven o'clock.,Fear,HI,3.37,3.37
1004_IEO_FEA_LO.wav,1004,IEO,It's eleven o'clock.,Fear,LO,3.44,3.437
1004_IEO_FEA_MD.wav,1004,IEO,It's eleven o'clock.,Fear,MD,2.77,2.769
1004_IEO_HAP_HI.wav,1004,IEO,It's eleven o'clock.,Happy,HI,2.94,2.936
